#CopyNumber, LargeOrSmall, NorthOrSouth, CircleNumber, PositionNumber, UpOrDown, PmtType, GCU, Channel
#update PMT Mapping file by wuchx 230831, including fourth Circle.
3107,0,0,29,83,0,2,7193,1
3108,0,0,29,84,0,2,7386,3
3109,0,0,29,85,0,2,7386,2
3110,0,0,29,86,0,2,7386,1
3111,0,0,29,87,0,2,7521,3
3112,0,0,29,88,0,2,7521,2
3113,0,0,29,89,0,2,7521,1
3114,0,0,29,90,0,2,7121,3
3115,0,0,29,91,0,2,7121,2
3116,0,0,29,92,0,2,7121,1
3117,0,0,29,93,0,2,4569,3
3118,0,0,29,94,0,2,4569,2
3119,0,0,29,95,0,2,4569,1
3120,0,0,29,96,0,2,4423,3
3121,0,0,29,97,0,2,4423,2
3122,0,0,29,98,0,2,4423,1
3123,0,0,29,99,0,2,5675,3
3124,0,0,29,100,0,2,5675,2
3125,0,0,29,101,0,2,5675,1
3126,0,0,29,102,0,2,5680,3
3127,0,0,29,103,0,2,5680,2
3128,0,0,29,104,0,2,5680,1
3129,0,0,29,105,0,2,2927,3
3130,0,0,29,106,0,2,2927,2
3131,0,0,29,107,0,2,2927,1
3132,0,0,29,108,0,2,6334,3
3133,0,0,29,109,0,2,6334,2
3134,0,0,29,110,0,2,6334,1
3135,0,0,29,111,0,2,3411,3
3136,0,0,29,112,0,2,3411,2
3137,0,0,29,113,0,2,3411,1
3138,0,0,29,114,0,2,3364,3
3139,0,0,29,115,0,2,3364,2
3140,0,0,29,116,0,2,3364,1
3141,0,0,29,117,0,2,4998,3
3142,0,0,29,118,0,2,4998,2
3143,0,0,29,119,0,2,4998,1
3144,0,0,29,120,0,2,3690,3
3145,0,0,29,121,0,2,3690,2
3146,0,0,29,122,0,2,3690,1
3147,0,0,29,123,0,2,7598,3
3148,0,0,29,124,0,2,7598,2
3149,0,0,29,125,0,2,7598,1
3150,0,0,29,126,0,2,5014,3
3151,0,0,29,127,0,2,5014,2
3152,0,0,29,128,0,2,5014,1
3153,0,0,29,129,0,2,7265,3
3154,0,0,29,130,0,2,7265,2
3155,0,0,29,131,0,2,7265,1
3156,0,0,29,132,0,2,7087,3
3157,0,0,29,133,0,2,7087,2
3158,0,0,29,134,0,2,7087,1
3159,0,0,29,135,0,2,5476,1
3160,0,0,29,136,0,2,5476,2
3161,0,0,29,137,0,2,5476,3
3162,0,0,29,138,0,2,5962,3
3163,0,0,29,139,0,2,5962,2
3164,0,0,29,140,0,2,5962,1
3165,0,0,29,141,0,2,5510,1
3166,0,0,29,142,0,2,5510,2
3167,0,0,29,143,0,2,5510,3
3168,0,0,29,144,0,2,2432,3
3169,0,0,29,145,0,2,2432,2
3170,0,0,29,146,0,2,2432,1
3171,0,0,29,147,0,2,3401,1
3172,0,0,29,148,0,2,3401,2
3173,0,0,29,149,0,2,3401,3
3174,0,0,29,150,0,2,3084,3
3175,0,0,29,151,0,2,3084,2
3176,0,0,29,152,0,2,3084,1
3177,0,0,29,153,0,2,3694,1
3178,0,0,29,154,0,2,3694,2
3179,0,0,29,155,0,2,3694,3
3180,0,0,29,156,0,2,6163,3
3181,0,0,29,157,0,2,6163,2
3182,0,0,29,158,0,2,6163,1
3183,0,0,29,159,0,2,5337,1
3184,0,0,29,160,0,2,5337,2
3185,0,0,29,161,0,2,5337,3
3186,0,0,29,162,0,2,7225,3
3187,0,0,29,163,0,2,7225,2
3188,0,0,29,164,0,2,7225,1
3189,0,0,29,165,0,2,4577,3
3190,0,0,29,166,0,2,4577,2
3191,0,0,29,167,0,2,4577,1
3192,0,0,29,168,0,2,7403,3
3193,0,0,29,169,0,2,7403,2
3194,0,0,29,170,0,2,7403,1
3195,0,0,29,171,0,2,7432,1
3196,0,0,29,172,0,2,7432,2
3197,0,0,29,173,0,2,7432,3
3198,0,0,29,174,0,2,7384,3
3199,0,0,28,1,0,1,1276,1
3200,0,0,28,2,0,1,2031,1
3201,0,0,28,3,0,2,2031,2
3202,0,0,28,4,0,2,2031,3
3203,0,0,28,5,0,1,6631,3
3204,0,0,28,6,0,1,6631,2
3205,0,0,28,7,0,2,6631,1
3206,0,0,28,8,0,1,3258,1
3207,0,0,28,9,0,2,3258,2
3208,0,0,28,10,0,1,3258,3
3209,0,0,28,11,0,2,5945,3
3210,0,0,28,12,0,1,5945,2
3211,0,0,28,13,0,2,5945,1
3212,0,0,28,14,0,1,5607,1
3213,0,0,28,15,0,2,5607,2
3214,0,0,28,16,0,1,5607,3
3215,0,0,28,17,0,2,3368,3
3216,0,0,28,18,0,1,3368,2
3217,0,0,28,19,0,1,3368,1
3218,0,0,28,20,0,2,3344,3
3219,0,0,28,21,0,2,3344,2
3220,0,0,28,22,0,1,3344,1
3221,0,0,28,23,0,1,5845,3
3222,0,0,28,24,0,2,5845,2
3223,0,0,28,25,0,1,5845,1
3224,0,0,28,26,0,2,6355,1
3225,0,0,28,27,0,2,6355,2
3226,0,0,28,28,0,1,6355,3
3227,0,0,28,29,0,1,5037,3
3228,0,0,28,30,0,2,5037,2
3229,0,0,28,31,0,1,5037,1
3230,0,0,28,32,0,2,5704,3
3231,0,0,28,33,0,2,5704,2
3232,0,0,28,34,0,1,5704,1
3233,0,0,28,35,0,1,7585,3
3234,0,0,28,36,0,2,7585,2
3235,0,0,28,37,0,1,7585,1
3236,0,0,28,38,0,2,1404,3
3237,0,0,28,39,0,1,1404,2
3238,0,0,28,40,0,1,1404,1
3239,0,0,28,41,0,2,0047,3
3240,0,0,28,42,0,1,0047,2
3241,0,0,28,43,0,2,0047,1
3242,0,0,28,44,0,2,5396,3
3243,0,0,28,45,0,1,5396,2
3244,0,0,28,46,0,1,5396,1
3245,0,0,28,47,0,2,7423,3
3246,0,0,28,48,0,1,7423,2
3247,0,0,28,49,0,2,7423,1
3248,0,0,28,50,0,2,7596,3
3249,0,0,28,51,0,1,7596,2
3250,0,0,28,52,0,1,7596,1
3251,0,0,28,53,0,2,1285,3
3252,0,0,28,54,0,1,1285,2
3253,0,0,28,55,0,2,1285,1
3254,0,0,28,56,0,2,5317,3
3255,0,0,28,57,0,1,5317,2
3256,0,0,28,58,0,1,5317,1
3257,0,0,28,59,0,1,5258,3
3258,0,0,28,60,0,1,5258,2
3259,0,0,28,61,0,2,5258,1
3260,0,0,28,62,0,2,5274,3
3261,0,0,28,63,0,1,5274,2
3262,0,0,28,64,0,2,5274,1
3263,0,0,28,65,0,1,3168,1
3264,0,0,28,66,0,2,3168,2
3265,0,0,28,67,0,2,3168,3
3266,0,0,28,68,0,1,4355,3
3267,0,0,28,69,0,1,4355,2
3268,0,0,28,70,0,2,4355,1
3269,0,0,28,71,0,1,6200,1
3270,0,0,28,72,0,1,6200,2
3271,0,0,28,73,0,2,6200,3
3272,0,0,28,74,0,1,1001,3
3273,0,0,28,75,0,2,1001,2
3274,0,0,28,76,0,1,1001,1
3275,0,0,28,77,0,2,4446,1
3276,0,0,28,78,0,1,4446,2
3277,0,0,28,79,0,2,4446,3
3278,0,0,28,80,0,1,7232,3
3279,0,0,28,81,0,2,7232,2
3280,0,0,28,82,0,1,7232,1
3281,0,0,28,83,0,1,7500,1
3282,0,0,28,84,0,2,7500,2
3283,0,0,28,85,0,2,7500,3
3284,0,0,28,86,0,1,7324,3
3285,0,0,28,87,0,2,7324,2
3286,0,0,28,88,0,1,7324,1
3287,0,0,28,89,0,1,7478,1
3288,0,0,28,90,0,2,7478,2
3289,0,0,28,91,0,2,7478,3
3290,0,0,28,92,0,1,4385,3
3291,0,0,28,93,0,1,4385,2
3292,0,0,28,94,0,1,4385,1
3293,0,0,28,95,0,2,4681,3
3294,0,0,28,96,0,2,4681,2
3295,0,0,28,97,0,1,4681,1
3296,0,0,28,98,0,2,6275,3
3297,0,0,28,99,0,1,6275,2
3298,0,0,28,100,0,1,6275,1
3299,0,0,28,101,0,2,6158,3
3300,0,0,28,102,0,2,6158,2
3301,0,0,28,103,0,1,6158,1
3302,0,0,28,104,0,2,3365,3
3303,0,0,28,105,0,1,3365,2
3304,0,0,28,106,0,1,3365,1
3305,0,0,28,107,0,2,2093,1
3306,0,0,28,108,0,2,2093,2
3307,0,0,28,109,0,1,2093,3
3308,0,0,28,110,0,1,6105,3
3309,0,0,28,111,0,2,6105,2
3310,0,0,28,112,0,1,6105,1
3311,0,0,28,113,0,2,1919,1
3312,0,0,28,114,0,2,1919,2
3313,0,0,28,115,0,1,1919,3
3314,0,0,28,116,0,1,5833,3
3315,0,0,28,117,0,2,5833,2
3316,0,0,28,118,0,1,5833,1
3317,0,0,28,119,0,2,5837,3
3318,0,0,28,120,0,2,5837,2
3319,0,0,28,121,0,1,5837,1
3320,0,0,28,122,0,1,7576,3
3321,0,0,28,123,0,2,7576,2
3322,0,0,28,124,0,1,7576,1
3323,0,0,28,125,0,2,2365,3
3324,0,0,28,126,0,1,2365,2
3325,0,0,28,127,0,1,2365,1
3326,0,0,28,128,0,2,7609,3
3327,0,0,28,129,0,1,7609,2
3328,0,0,28,130,0,2,7609,1
3329,0,0,28,131,0,2,7039,3
3330,0,0,28,132,0,1,7039,2
3331,0,0,28,133,0,1,7039,1
3332,0,0,28,134,0,2,6985,3
3333,0,0,28,135,0,1,6985,2
3334,0,0,28,136,0,2,6985,1
3335,0,0,28,137,0,2,5747,3
3336,0,0,28,138,0,1,5747,2
3337,0,0,28,139,0,1,5747,1
3338,0,0,28,140,0,2,5995,3
3339,0,0,28,141,0,1,5995,2
3340,0,0,28,142,0,2,5995,1
3341,0,0,28,143,0,2,6732,3
3342,0,0,28,144,0,1,6732,2
3343,0,0,28,145,0,1,6732,1
3344,0,0,28,146,0,1,4989,3
3345,0,0,28,147,0,1,4989,2
3346,0,0,28,148,0,2,4989,1
3347,0,0,28,149,0,2,6040,3
3348,0,0,28,150,0,1,6040,2
3349,0,0,28,151,0,2,6040,1
3350,0,0,28,152,0,1,3052,1
3351,0,0,28,153,0,2,3052,2
3352,0,0,28,154,0,2,3052,3
3353,0,0,28,155,0,1,4259,3
3354,0,0,28,156,0,1,4259,2
3355,0,0,28,157,0,2,4259,1
3356,0,0,28,158,0,1,5456,1
3357,0,0,28,159,0,1,5456,2
3358,0,0,28,160,0,2,5456,3
3359,0,0,28,161,0,1,5148,3
3360,0,0,28,162,0,2,5148,2
3361,0,0,28,163,0,1,5148,1
3362,0,0,28,164,0,2,4509,1
3363,0,0,28,165,0,1,4509,2
3364,0,0,28,166,0,2,4509,3
3365,0,0,28,167,0,1,7371,3
3366,0,0,28,168,0,2,7371,2
3367,0,0,28,169,0,1,7371,1
3368,0,0,28,170,0,1,7253,1
3369,0,0,28,171,0,2,7253,2
3370,0,0,28,172,0,2,7253,3
3371,0,0,28,173,0,1,1276,3
3372,0,0,28,174,0,2,1276,2
3373,0,0,27,1,0,2,2115,2
3374,0,0,27,2,0,2,2115,1
3375,0,0,27,3,0,2,1427,3
3376,0,0,27,4,0,2,1427,2
3377,0,0,27,5,0,2,1427,1
3378,0,0,27,6,0,2,3683,3
3379,0,0,27,7,0,2,3683,2
3380,0,0,27,8,0,2,3683,1
3381,0,0,27,9,0,2,4209,1
3382,0,0,27,10,0,2,4209,2
3383,0,0,27,11,0,2,4209,3
3384,0,0,27,12,0,2,0899,3
3385,0,0,27,13,0,2,0899,2
3386,0,0,27,14,0,2,0899,1
3387,0,0,27,15,0,2,6219,3
3388,0,0,27,16,0,2,6219,2
3389,0,0,27,17,0,2,6219,1
3390,0,0,27,18,0,2,3633,3
3391,0,0,27,19,0,2,3633,2
3392,0,0,27,20,0,2,3633,1
3393,0,0,27,21,0,2,3464,3
3394,0,0,27,22,0,2,3464,2
3395,0,0,27,23,0,2,3464,1
3396,0,0,27,24,0,2,6263,3
3397,0,0,27,25,0,2,6263,2
3398,0,0,27,26,0,2,6263,1
3399,0,0,27,27,0,2,5526,3
3400,0,0,27,28,0,2,5526,2
3401,0,0,27,29,0,2,5526,1
3402,0,0,27,30,0,2,6187,3
3403,0,0,27,31,0,2,6187,2
3404,0,0,27,32,0,2,6187,1
3405,0,0,27,33,0,2,4845,3
3406,0,0,27,34,0,2,4845,2
3407,0,0,27,35,0,2,4845,1
3408,0,0,27,36,0,2,5185,3
3409,0,0,27,37,0,2,5185,2
3410,0,0,27,38,0,2,5185,1
3411,0,0,27,39,0,2,7593,3
3412,0,0,27,40,0,2,7593,2
3413,0,0,27,41,0,2,7593,1
3414,0,0,27,42,0,2,7591,3
3415,0,0,27,43,0,2,7591,2
3416,0,0,27,44,0,2,7591,1
3417,0,0,27,45,0,2,0041,3
3418,0,0,27,46,0,2,0041,2
3419,0,0,27,47,0,2,0041,1
3420,0,0,27,48,0,2,7557,1
3421,0,0,27,49,0,2,7557,2
3422,0,0,27,50,0,2,7557,3
3423,0,0,27,51,0,2,5209,3
3424,0,0,27,52,0,2,5209,2
3425,0,0,27,53,0,2,5209,1
3426,0,0,27,54,0,2,6197,1
3427,0,0,27,55,0,2,6197,2
3428,0,0,27,56,0,2,6197,3
3429,0,0,27,57,0,2,5900,3
3430,0,0,27,58,0,2,5900,2
3431,0,0,27,59,0,2,5900,1
3432,0,0,27,60,0,2,5116,1
3433,0,0,27,61,0,2,5116,2
3434,0,0,27,62,0,2,5116,3
3435,0,0,27,63,0,2,6199,3
3436,0,0,27,64,0,2,6199,2
3437,0,0,27,65,0,2,6199,1
3438,0,0,27,66,0,2,4936,1
3439,0,0,27,67,0,2,4936,2
3440,0,0,27,68,0,2,4936,3
3441,0,0,27,69,0,2,5546,3
3442,0,0,27,70,0,2,5546,2
3443,0,0,27,71,0,2,5546,1
3444,0,0,27,72,0,2,4821,1
3445,0,0,27,73,0,2,4821,2
3446,0,0,27,74,0,2,4821,3
3447,0,0,27,75,0,2,4427,3
3448,0,0,27,76,0,2,4427,2
3449,0,0,27,77,0,2,4427,1
3450,0,0,27,78,0,2,4893,3
3451,0,0,27,79,0,2,4893,2
3452,0,0,27,80,0,2,4893,1
3453,0,0,27,81,0,2,7102,3
3454,0,0,27,82,0,2,7102,2
3455,0,0,27,83,0,2,7102,1
3456,0,0,27,84,0,2,1741,3
3457,0,0,27,85,0,2,1741,2
3458,0,0,27,86,0,2,1741,1
3459,0,0,27,87,0,2,7219,3
3460,0,0,27,88,0,2,7219,2
3461,0,0,27,89,0,2,7219,1
3462,0,0,27,90,0,2,7084,3
3463,0,0,27,91,0,2,7084,2
3464,0,0,27,92,0,2,7084,1
3465,0,0,27,93,0,2,4951,3
3466,0,0,27,94,0,2,4951,2
3467,0,0,27,95,0,2,4951,1
3468,0,0,27,96,0,2,4521,3
3469,0,0,27,97,0,2,4521,2
3470,0,0,27,98,0,2,4521,1
3471,0,0,27,99,0,2,5838,3
3472,0,0,27,100,0,2,5838,2
3473,0,0,27,101,0,2,5838,1
3474,0,0,27,102,0,2,6018,3
3475,0,0,27,103,0,2,6018,2
3476,0,0,27,104,0,2,6018,1
3477,0,0,27,105,0,2,2973,3
3478,0,0,27,106,0,2,2973,2
3479,0,0,27,107,0,2,2973,1
3480,0,0,27,108,0,2,3377,3
3481,0,0,27,109,0,2,3377,2
3482,0,0,27,110,0,2,3377,1
3483,0,0,27,111,0,2,5523,3
3484,0,0,27,112,0,2,5523,2
3485,0,0,27,113,0,2,5523,1
3486,0,0,27,114,0,2,2550,3
3487,0,0,27,115,0,2,2550,2
3488,0,0,27,116,0,2,2550,1
3489,0,0,27,117,0,2,6232,3
3490,0,0,27,118,0,2,6232,2
3491,0,0,27,119,0,2,6232,1
3492,0,0,27,120,0,2,3515,3
3493,0,0,27,121,0,2,3515,2
3494,0,0,27,122,0,2,3515,1
3495,0,0,27,123,0,2,6730,3
3496,0,0,27,124,0,2,6730,2
3497,0,0,27,125,0,2,6730,1
3498,0,0,27,126,0,2,2712,3
3499,0,0,27,127,0,2,2712,2
3500,0,0,27,128,0,2,2712,1
3501,0,0,27,129,0,2,7565,3
3502,0,0,27,130,0,2,7565,2
3503,0,0,27,131,0,2,7565,1
3504,0,0,27,132,0,2,0072,3
3505,0,0,27,133,0,2,0072,2
3506,0,0,27,134,0,2,0072,1
3507,0,0,27,135,0,2,0038,1
3508,0,0,27,136,0,2,0038,2
3509,0,0,27,137,0,2,0038,3
3510,0,0,27,138,0,2,7245,3
3511,0,0,27,139,0,2,7245,2
3512,0,0,27,140,0,2,7245,1
3513,0,0,27,141,0,2,5004,1
3514,0,0,27,142,0,2,5004,2
3515,0,0,27,143,0,2,5004,3
3516,0,0,27,144,0,2,6255,3
3517,0,0,27,145,0,2,6255,2
3518,0,0,27,146,0,2,6255,1
3519,0,0,27,147,0,2,5672,3
3520,0,0,27,148,0,2,5672,2
3521,0,0,27,149,0,2,5672,1
3522,0,0,27,150,0,2,5042,3
3523,0,0,27,151,0,2,5042,2
3524,0,0,27,152,0,2,5042,1
3525,0,0,27,153,0,2,3404,1
3526,0,0,27,154,0,2,3404,2
3527,0,0,27,155,0,2,3404,3
3528,0,0,27,156,0,2,3574,3
3529,0,0,27,157,0,2,3574,2
3530,0,0,27,158,0,2,3574,1
3531,0,0,27,159,0,2,4216,1
3532,0,0,27,160,0,2,4216,2
3533,0,0,27,161,0,2,4216,3
3534,0,0,27,162,0,2,6076,3
3535,0,0,27,163,0,2,6076,2
3536,0,0,27,164,0,2,6076,1
3537,0,0,27,165,0,2,4855,3
3538,0,0,27,166,0,2,4855,2
3539,0,0,27,167,0,2,4855,1
3540,0,0,27,168,0,2,6967,3
3541,0,0,27,169,0,2,6967,2
3542,0,0,27,170,0,2,6967,1
3543,0,0,27,171,0,2,7456,3
3544,0,0,27,172,0,2,7456,2
3545,0,0,27,173,0,2,7456,1
3546,0,0,27,174,0,2,2115,3
3547,0,0,26,1,0,1,2810,1
3548,0,0,26,2,0,2,1729,3
3549,0,0,26,3,0,2,1729,2
3550,0,0,26,4,0,2,1729,1
3551,0,0,26,5,0,1,5650,3
3552,0,0,26,6,0,1,5650,2
3553,0,0,26,7,0,1,5650,1
3554,0,0,26,8,0,2,3772,1
3555,0,0,26,9,0,2,3772,2
3556,0,0,26,10,0,1,3772,3
3557,0,0,26,11,0,1,5520,3
3558,0,0,26,12,0,2,5520,2
3559,0,0,26,13,0,1,5520,1
3560,0,0,26,14,0,2,1030,1
3561,0,0,26,15,0,2,1030,2
3562,0,0,26,16,0,1,1030,3
3563,0,0,26,17,0,1,3154,3
3564,0,0,26,18,0,2,3154,2
3565,0,0,26,19,0,1,3154,1
3566,0,0,26,20,0,1,3467,3
3567,0,0,26,21,0,2,3467,2
3568,0,0,26,22,0,1,3467,1
3569,0,0,26,23,0,2,6153,3
3570,0,0,26,24,0,1,6153,2
3571,0,0,26,25,0,1,6153,1
3572,0,0,26,26,0,2,6575,3
3573,0,0,26,27,0,2,6575,2
3574,0,0,26,28,0,1,6575,1
3575,0,0,26,29,0,2,3822,3
3576,0,0,26,30,0,1,3822,2
3577,0,0,26,31,0,1,3822,1
3578,0,0,26,32,0,2,5426,3
3579,0,0,26,33,0,2,5426,2
3580,0,0,26,34,0,1,5426,1
3581,0,0,26,35,0,2,0028,3
3582,0,0,26,36,0,1,0028,2
3583,0,0,26,37,0,2,0028,1
3584,0,0,26,38,0,2,1485,3
3585,0,0,26,39,0,1,1485,2
3586,0,0,26,40,0,1,1485,1
3587,0,0,26,41,0,1,6966,3
3588,0,0,26,42,0,2,6966,2
3589,0,0,26,43,0,1,6966,1
3590,0,0,26,44,0,2,7584,3
3591,0,0,26,45,0,1,7584,2
3592,0,0,26,46,0,2,7584,1
3593,0,0,26,47,0,1,0039,3
3594,0,0,26,48,0,2,0039,2
3595,0,0,26,49,0,1,0039,1
3596,0,0,26,50,0,2,0081,3
3597,0,0,26,51,0,1,0081,2
3598,0,0,26,52,0,2,0081,1
3599,0,0,26,53,0,1,5636,3
3600,0,0,26,54,0,1,5636,2
3601,0,0,26,55,0,2,5636,1
3602,0,0,26,56,0,2,5326,3
3603,0,0,26,57,0,1,5326,2
3604,0,0,26,58,0,1,5326,1
3605,0,0,26,59,0,2,5996,3
3606,0,0,26,60,0,1,5996,2
3607,0,0,26,61,0,2,5996,1
3608,0,0,26,62,0,2,5455,3
3609,0,0,26,63,0,1,5455,2
3610,0,0,26,64,0,1,5455,1
3611,0,0,26,65,0,2,3442,1
3612,0,0,26,66,0,1,3442,2
3613,0,0,26,67,0,2,3442,3
3614,0,0,26,68,0,1,4970,3
3615,0,0,26,69,0,2,4970,2
3616,0,0,26,70,0,1,4970,1
3617,0,0,26,71,0,2,6386,1
3618,0,0,26,72,0,1,6386,2
3619,0,0,26,73,0,2,6386,3
3620,0,0,26,74,0,1,4816,3
3621,0,0,26,75,0,1,4816,2
3622,0,0,26,76,0,2,4816,1
3623,0,0,26,77,0,1,4915,1
3624,0,0,26,78,0,2,4915,2
3625,0,0,26,79,0,2,4915,3
3626,0,0,26,80,0,1,7034,3
3627,0,0,26,81,0,1,7034,2
3628,0,0,26,82,0,2,7034,1
3629,0,0,26,83,0,1,6937,1
3630,0,0,26,84,0,2,6937,2
3631,0,0,26,85,0,2,6937,3
3632,0,0,26,86,0,1,7304,3
3633,0,0,26,87,0,1,7304,2
3634,0,0,26,88,0,2,7304,1
3635,0,0,26,89,0,1,3648,1
3636,0,0,26,90,0,2,3648,2
3637,0,0,26,91,0,2,3648,3
3638,0,0,26,92,0,1,3873,3
3639,0,0,26,93,0,1,3873,2
3640,0,0,26,94,0,1,3873,1
3641,0,0,26,95,0,2,4852,1
3642,0,0,26,96,0,2,4852,2
3643,0,0,26,97,0,1,4852,3
3644,0,0,26,98,0,1,6150,3
3645,0,0,26,99,0,2,6150,2
3646,0,0,26,100,0,1,6150,1
3647,0,0,26,101,0,2,6173,1
3648,0,0,26,102,0,2,6173,2
3649,0,0,26,103,0,1,6173,3
3650,0,0,26,104,0,1,2845,3
3651,0,0,26,105,0,2,2845,2
3652,0,0,26,106,0,1,2845,1
3653,0,0,26,107,0,2,3087,3
3654,0,0,26,108,0,2,3087,2
3655,0,0,26,109,0,1,3087,1
3656,0,0,26,110,0,2,6364,3
3657,0,0,26,111,0,1,6364,2
3658,0,0,26,112,0,1,6364,1
3659,0,0,26,113,0,2,1737,3
3660,0,0,26,114,0,2,1737,2
3661,0,0,26,115,0,1,1737,1
3662,0,0,26,116,0,2,5631,3
3663,0,0,26,117,0,1,5631,2
3664,0,0,26,118,0,1,5631,1
3665,0,0,26,119,0,2,5669,3
3666,0,0,26,120,0,2,5669,2
3667,0,0,26,121,0,1,5669,1
3668,0,0,26,122,0,2,7594,3
3669,0,0,26,123,0,1,7594,2
3670,0,0,26,124,0,2,7594,1
3671,0,0,26,125,0,2,7030,3
3672,0,0,26,126,0,1,7030,2
3673,0,0,26,127,0,1,7030,1
3674,0,0,26,128,0,1,1863,3
3675,0,0,26,129,0,2,1863,2
3676,0,0,26,130,0,1,1863,1
3677,0,0,26,131,0,2,7597,3
3678,0,0,26,132,0,1,7597,2
3679,0,0,26,133,0,2,7597,1
3680,0,0,26,134,0,1,7025,3
3681,0,0,26,135,0,2,7025,2
3682,0,0,26,136,0,1,7025,1
3683,0,0,26,137,0,2,7449,3
3684,0,0,26,138,0,1,7449,2
3685,0,0,26,139,0,2,7449,1
3686,0,0,26,140,0,1,5339,3
3687,0,0,26,141,0,1,5339,2
3688,0,0,26,142,0,2,5339,1
3689,0,0,26,143,0,2,6109,3
3690,0,0,26,144,0,1,6109,2
3691,0,0,26,145,0,1,6109,1
3692,0,0,26,146,0,2,5136,3
3693,0,0,26,147,0,1,5136,2
3694,0,0,26,148,0,2,5136,1
3695,0,0,26,149,0,2,5173,3
3696,0,0,26,150,0,1,5173,2
3697,0,0,26,151,0,1,5173,1
3698,0,0,26,152,0,2,3185,1
3699,0,0,26,153,0,1,3185,2
3700,0,0,26,154,0,2,3185,3
3701,0,0,26,155,0,1,3332,3
3702,0,0,26,156,0,2,3332,2
3703,0,0,26,157,0,1,3332,1
3704,0,0,26,158,0,2,4046,1
3705,0,0,26,159,0,1,4046,2
3706,0,0,26,160,0,2,4046,3
3707,0,0,26,161,0,1,0977,3
3708,0,0,26,162,0,1,0977,2
3709,0,0,26,163,0,2,0977,1
3710,0,0,26,164,0,1,4345,1
3711,0,0,26,165,0,2,4345,2
3712,0,0,26,166,0,2,4345,3
3713,0,0,26,167,0,1,7203,3
3714,0,0,26,168,0,1,7203,2
3715,0,0,26,169,0,2,7203,1
3716,0,0,26,170,0,1,0937,1
3717,0,0,26,171,0,2,0937,2
3718,0,0,26,172,0,2,0937,3
3719,0,0,26,173,0,1,2810,3
3720,0,0,26,174,0,1,2810,2
3721,0,0,25,1,0,2,2076,1
3722,0,0,25,2,0,2,2076,2
3723,0,0,25,3,0,2,2076,3
3724,0,0,25,4,0,2,2083,1
3725,0,0,25,5,0,2,2083,2
3726,0,0,25,6,0,2,2083,3
3727,0,0,25,7,0,2,3643,1
3728,0,0,25,8,0,2,3643,2
3729,0,0,25,9,0,2,3643,3
3730,0,0,25,10,0,2,5199,3
3731,0,0,25,11,0,2,5199,2
3732,0,0,25,12,0,2,5199,1
3733,0,0,25,13,0,2,6253,3
3734,0,0,25,14,0,2,6253,2
3735,0,0,25,15,0,2,6253,1
3736,0,0,25,16,0,2,3189,3
3737,0,0,25,17,0,2,3189,2
3738,0,0,25,18,0,2,3189,1
3739,0,0,25,19,0,2,3932,1
3740,0,0,25,20,0,2,3932,2
3741,0,0,25,21,0,2,3932,3
3742,0,0,25,22,0,2,5885,1
3743,0,0,25,23,0,2,5885,2
3744,0,0,25,24,0,2,5885,3
3745,0,0,25,25,0,2,4045,3
3746,0,0,25,26,0,2,4045,2
3747,0,0,25,27,0,2,4045,1
3748,0,0,25,28,0,2,6216,3
3749,0,0,25,29,0,2,6216,2
3750,0,0,25,30,0,2,6216,1
3751,0,0,25,31,0,2,7588,3
3752,0,0,25,32,0,2,7588,2
3753,0,0,25,33,0,2,7588,1
3754,0,0,25,34,0,2,7606,1
3755,0,0,25,35,0,2,7606,2
3756,0,0,25,36,0,2,7606,3
3757,0,0,25,37,0,2,7571,1
3758,0,0,25,38,0,2,7571,2
3759,0,0,25,39,0,2,7571,3
3760,0,0,25,40,0,2,7251,3
3761,0,0,25,41,0,2,7251,2
3762,0,0,25,42,0,2,7251,1
3763,0,0,25,43,0,2,7277,3
3764,0,0,25,44,0,2,7277,2
3765,0,0,25,45,0,2,7277,1
3766,0,0,25,46,0,2,5374,3
3767,0,0,25,47,0,2,5374,2
3768,0,0,25,48,0,2,5374,1
3769,0,0,25,49,0,2,5365,3
3770,0,0,25,50,0,2,5365,2
3771,0,0,25,51,0,2,5365,1
3772,0,0,25,52,0,2,5481,3
3773,0,0,25,53,0,2,5481,2
3774,0,0,25,54,0,2,5481,1
3775,0,0,25,55,0,2,5563,1
3776,0,0,25,56,0,2,5563,2
3777,0,0,25,57,0,2,5563,3
3778,0,0,25,58,0,2,3142,1
3779,0,0,25,59,0,2,3142,2
3780,0,0,25,60,0,2,3142,3
3781,0,0,25,61,0,2,4447,1
3782,0,0,25,62,0,2,4447,2
3783,0,0,25,63,0,2,4447,3
3784,0,0,25,64,0,2,6551,1
3785,0,0,25,65,0,2,6551,2
3786,0,0,25,66,0,2,6551,3
3787,0,0,25,67,0,2,6204,3
3788,0,0,25,68,0,2,6204,2
3789,0,0,25,69,0,2,6204,1
3790,0,0,25,70,0,2,6088,3
3791,0,0,25,71,0,2,6088,2
3792,0,0,25,72,0,2,6088,1
3793,0,0,25,73,0,2,7229,3
3794,0,0,25,74,0,2,7229,2
3795,0,0,25,75,0,2,7229,1
3796,0,0,25,76,0,2,7239,1
3797,0,0,25,77,0,2,7239,2
3798,0,0,25,78,0,2,7239,3
3799,0,0,25,79,0,2,4499,1
3800,0,0,25,80,0,2,4499,2
3801,0,0,25,81,0,2,4499,3
