#CopyNumber, LargeOrSmall, NorthOrSouth, CircleNumber, PositionNumber, UpOrDown, PmtType, GCU, Channel
#update PMT Mapping file by wuchx 230831, including fourth Circle.
13355,0,1,23,8,0,1,0,-1
13356,0,1,23,9,0,2,0,-1
13357,0,1,23,10,0,2,0,-1
13358,0,1,23,11,0,1,0,-1
13359,0,1,23,12,0,1,0,-1
13360,0,1,23,13,0,2,0,-1
13361,0,1,23,14,0,1,0,-1
13362,0,1,23,15,0,2,0,-1
13363,0,1,23,16,0,2,0,-1
13364,0,1,23,17,0,1,0,-1
13365,0,1,23,18,0,1,0,-1
13366,0,1,23,19,0,2,0,-1
13367,0,1,23,20,0,1,0,-1
13368,0,1,23,21,0,1,0,-1
13369,0,1,23,22,0,2,0,-1
13370,0,1,23,23,0,1,0,-1
13371,0,1,23,24,0,2,0,-1
13372,0,1,23,25,0,1,0,-1
13373,0,1,23,26,0,2,0,-1
13374,0,1,23,27,0,1,0,-1
13375,0,1,23,28,0,2,0,-1
13376,0,1,23,29,0,2,0,-1
13377,0,1,23,30,0,1,0,-1
13378,0,1,23,31,0,1,0,-1
13379,0,1,23,32,0,2,0,-1
13380,0,1,23,33,0,1,0,-1
13381,0,1,23,34,0,2,0,-1
13382,0,1,23,35,0,2,0,-1
13383,0,1,23,36,0,1,0,-1
13384,0,1,23,37,0,1,0,-1
13385,0,1,23,38,0,1,0,-1
13386,0,1,23,39,0,1,0,-1
13387,0,1,23,40,0,2,0,-1
13388,0,1,23,41,0,2,0,-1
13389,0,1,23,42,0,2,0,-1
13390,0,1,23,43,0,1,0,-1
13391,0,1,23,44,0,1,0,-1
13392,0,1,23,45,0,2,0,-1
13393,0,1,23,46,0,1,0,-1
13394,0,1,23,47,0,2,0,-1
13395,0,1,23,48,0,2,0,-1
13396,0,1,23,49,0,1,0,-1
13397,0,1,23,50,0,1,0,-1
13398,0,1,23,51,0,1,0,-1
13399,0,1,23,52,0,2,0,-1
13400,0,1,23,53,0,1,0,-1
13401,0,1,23,54,0,2,0,-1
13402,0,1,23,55,0,1,0,-1
13403,0,1,23,56,0,2,0,-1
13404,0,1,23,57,0,1,0,-1
13405,0,1,23,58,0,2,0,-1
13406,0,1,23,59,0,1,0,-1
13407,0,1,23,60,0,2,0,-1
13408,0,1,23,61,0,2,0,-1
13409,0,1,23,62,0,1,0,-1
13410,0,1,23,63,0,1,0,-1
13411,0,1,23,64,0,2,0,-1
13412,0,1,23,65,0,1,0,-1
13413,0,1,23,66,0,1,0,-1
13414,0,1,23,67,0,2,0,-1
13415,0,1,23,68,0,1,0,-1
13416,0,1,23,69,0,2,0,-1
13417,0,1,23,70,0,1,0,-1
13418,0,1,23,71,0,2,0,-1
13419,0,1,23,72,0,1,0,-1
13420,0,1,23,73,0,2,0,-1
13421,0,1,23,74,0,1,0,-1
13422,0,1,23,75,0,2,0,-1
13423,0,1,23,76,0,1,0,-1
13424,0,1,23,77,0,2,0,-1
13425,0,1,23,78,0,1,0,-1
13426,0,1,23,79,0,2,0,-1
13427,0,1,23,80,0,2,0,-1
13428,0,1,23,81,0,1,0,-1
13429,0,1,23,82,0,1,0,-1
13430,0,1,23,83,0,1,0,-1
13431,0,1,23,84,0,1,0,-1
13432,0,1,23,85,0,2,0,-1
13433,0,1,23,86,0,2,0,-1
13434,0,1,23,87,0,1,0,-1
13435,0,1,23,88,0,2,0,-1
13436,0,1,23,89,0,1,0,-1
13437,0,1,23,90,0,1,0,-1
13438,0,1,23,91,0,2,0,-1
13439,0,1,23,92,0,2,0,-1
13440,0,1,23,93,0,2,0,-1
13441,0,1,23,94,0,1,0,-1
13442,0,1,23,95,0,1,0,-1
13443,0,1,23,96,0,1,0,-1
13444,0,1,23,97,0,2,0,-1
13445,0,1,23,98,0,1,0,-1
13446,0,1,23,99,0,2,0,-1
13447,0,1,23,100,0,1,0,-1
13448,0,1,23,101,0,2,0,-1
13449,0,1,23,102,0,1,0,-1
13450,0,1,23,103,0,2,0,-1
13451,0,1,23,104,0,1,0,-1
13452,0,1,23,105,0,2,0,-1
13453,0,1,23,106,0,1,0,-1
13454,0,1,23,107,0,2,0,-1
13455,0,1,23,108,0,1,0,-1
13456,0,1,23,109,0,1,0,-1
13457,0,1,23,110,0,1,0,-1
13458,0,1,23,111,0,2,0,-1
13459,0,1,23,112,0,2,0,-1
13460,0,1,23,113,0,1,0,-1
13461,0,1,23,114,0,2,0,-1
13462,0,1,23,115,0,1,0,-1
13463,0,1,23,116,0,2,0,-1
13464,0,1,23,117,0,1,0,-1
13465,0,1,23,118,0,2,0,-1
13466,0,1,23,119,0,1,0,-1
13467,0,1,23,120,0,2,0,-1
13468,0,1,23,121,0,1,0,-1
13469,0,1,23,122,0,2,0,-1
13470,0,1,23,123,0,1,0,-1
13471,0,1,23,124,0,2,0,-1
13472,0,1,23,125,0,1,0,-1
13473,0,1,23,126,0,1,0,-1
13474,0,1,23,127,0,2,0,-1
13475,0,1,23,128,0,1,0,-1
13476,0,1,23,129,0,1,0,-1
13477,0,1,23,130,0,2,0,-1
13478,0,1,23,131,0,2,0,-1
13479,0,1,23,132,0,1,0,-1
13480,0,1,23,133,0,2,0,-1
13481,0,1,23,134,0,1,0,-1
13482,0,1,23,135,0,2,0,-1
13483,0,1,23,136,0,1,0,-1
13484,0,1,23,137,0,2,0,-1
13485,0,1,23,138,0,1,0,-1
13486,0,1,23,139,0,1,0,-1
13487,0,1,23,140,0,2,0,-1
13488,0,1,23,141,0,1,0,-1
13489,0,1,23,142,0,2,0,-1
13490,0,1,23,143,0,2,0,-1
13491,0,1,23,144,0,1,0,-1
13492,0,1,23,145,0,1,0,-1
13493,0,1,23,146,0,2,0,-1
13494,0,1,23,147,0,1,0,-1
13495,0,1,23,148,0,1,0,-1
13496,0,1,23,149,0,2,0,-1
13497,0,1,23,150,0,2,0,-1
13498,0,1,23,151,0,1,0,-1
13499,0,1,23,152,0,2,0,-1
13500,0,1,23,153,0,1,0,-1
13501,0,1,23,154,0,1,0,-1
13502,0,1,23,155,0,2,0,-1
13503,0,1,23,156,0,2,0,-1
13504,0,1,23,157,0,1,0,-1
13505,0,1,23,158,0,1,0,-1
13506,0,1,23,159,0,2,0,-1
13507,0,1,23,160,0,1,0,-1
13508,0,1,23,161,0,1,0,-1
13509,0,1,23,162,0,2,0,-1
13510,0,1,23,163,0,2,0,-1
13511,0,1,23,164,0,1,0,-1
13512,0,1,23,165,0,2,0,-1
13513,0,1,23,166,0,1,0,-1
13514,0,1,23,167,0,2,0,-1
13515,0,1,23,168,0,1,0,-1
13516,0,1,23,169,0,2,0,-1
13517,0,1,23,170,0,1,0,-1
13518,0,1,23,171,0,1,0,-1
13519,0,1,23,172,0,2,0,-1
13520,0,1,23,173,0,1,0,-1
13521,0,1,23,174,0,2,0,-1
13522,0,1,23,175,0,2,0,-1
13523,0,1,23,176,0,1,0,-1
13524,0,1,23,177,0,1,0,-1
13525,0,1,23,178,0,2,0,-1
13526,0,1,23,179,0,1,0,-1
13527,0,1,23,180,0,1,0,-1
13528,0,1,23,181,0,2,0,-1
13529,0,1,23,182,0,2,0,-1
13530,0,1,23,183,0,1,0,-1
13531,0,1,23,184,0,1,0,-1
13532,0,1,23,185,0,2,0,-1
13533,0,1,23,186,0,1,0,-1
13534,0,1,23,187,0,2,0,-1
13535,0,1,23,188,0,2,0,-1
13536,0,1,23,189,0,1,0,-1
13537,0,1,23,190,0,1,0,-1
13538,0,1,23,191,0,2,0,-1
13539,0,1,24,1,0,2,0,-1
13540,0,1,24,2,0,2,0,-1
13541,0,1,24,3,0,2,0,-1
13542,0,1,24,4,0,2,0,-1
13543,0,1,24,5,0,2,0,-1
13544,0,1,24,6,0,2,0,-1
13545,0,1,24,7,0,2,0,-1
13546,0,1,24,8,0,2,0,-1
13547,0,1,24,9,0,2,0,-1
13548,0,1,24,10,0,2,0,-1
13549,0,1,24,11,0,2,0,-1
13550,0,1,24,12,0,2,0,-1
13551,0,1,24,13,0,2,0,-1
13552,0,1,24,14,0,2,0,-1
13553,0,1,24,15,0,2,0,-1
13554,0,1,24,16,0,2,0,-1
13555,0,1,24,17,0,2,0,-1
13556,0,1,24,18,0,2,0,-1
13557,0,1,24,19,0,2,0,-1
13558,0,1,24,20,0,2,0,-1
13559,0,1,24,21,0,2,0,-1
13560,0,1,24,22,0,2,0,-1
13561,0,1,24,23,0,2,0,-1
13562,0,1,24,24,0,2,0,-1
13563,0,1,24,25,0,2,0,-1
13564,0,1,24,26,0,2,0,-1
13565,0,1,24,27,0,2,0,-1
13566,0,1,24,28,0,2,0,-1
13567,0,1,24,29,0,2,0,-1
13568,0,1,24,30,0,2,0,-1
13569,0,1,24,31,0,2,0,-1
13570,0,1,24,32,0,2,0,-1
13571,0,1,24,33,0,2,0,-1
13572,0,1,24,34,0,2,0,-1
13573,0,1,24,35,0,2,0,-1
13574,0,1,24,36,0,2,0,-1
13575,0,1,24,37,0,2,0,-1
13576,0,1,24,38,0,2,0,-1
13577,0,1,24,39,0,2,0,-1
13578,0,1,24,40,0,2,0,-1
13579,0,1,24,41,0,2,0,-1
13580,0,1,24,42,0,2,0,-1
13581,0,1,24,43,0,2,0,-1
13582,0,1,24,44,0,2,0,-1
13583,0,1,24,45,0,2,0,-1
13584,0,1,24,46,0,2,0,-1
13585,0,1,24,47,0,2,0,-1
13586,0,1,24,48,0,2,0,-1
13587,0,1,24,49,0,2,0,-1
13588,0,1,24,50,0,2,0,-1
13589,0,1,24,51,0,2,0,-1
13590,0,1,24,52,0,2,0,-1
13591,0,1,24,53,0,2,0,-1
13592,0,1,24,54,0,2,0,-1
13593,0,1,24,55,0,2,0,-1
13594,0,1,24,56,0,2,0,-1
13595,0,1,24,57,0,2,0,-1
13596,0,1,24,58,0,2,0,-1
13597,0,1,24,59,0,2,0,-1
13598,0,1,24,60,0,2,0,-1
13599,0,1,24,61,0,2,0,-1
13600,0,1,24,62,0,2,0,-1
13601,0,1,24,63,0,2,0,-1
13602,0,1,24,64,0,2,0,-1
13603,0,1,24,65,0,2,0,-1
13604,0,1,24,66,0,2,0,-1
13605,0,1,24,67,0,2,0,-1
13606,0,1,24,68,0,2,0,-1
13607,0,1,24,69,0,2,0,-1
13608,0,1,24,70,0,2,0,-1
13609,0,1,24,71,0,2,0,-1
13610,0,1,24,72,0,2,0,-1
13611,0,1,24,73,0,2,0,-1
13612,0,1,24,74,0,2,0,-1
13613,0,1,24,75,0,2,0,-1
13614,0,1,24,76,0,2,0,-1
13615,0,1,24,77,0,2,0,-1
13616,0,1,24,78,0,2,0,-1
13617,0,1,24,79,0,2,0,-1
13618,0,1,24,80,0,2,0,-1
13619,0,1,24,81,0,2,0,-1
13620,0,1,24,82,0,2,0,-1
13621,0,1,24,83,0,2,0,-1
13622,0,1,24,84,0,2,0,-1
13623,0,1,24,85,0,2,0,-1
13624,0,1,24,86,0,2,0,-1
13625,0,1,24,87,0,2,0,-1
13626,0,1,24,88,0,2,0,-1
13627,0,1,24,89,0,2,0,-1
13628,0,1,24,90,0,2,0,-1
13629,0,1,24,91,0,2,0,-1
13630,0,1,24,92,0,2,0,-1
13631,0,1,24,93,0,2,0,-1
13632,0,1,24,94,0,2,0,-1
13633,0,1,24,95,0,2,0,-1
13634,0,1,24,96,0,2,0,-1
13635,0,1,24,97,0,2,0,-1
13636,0,1,24,98,0,2,0,-1
13637,0,1,24,99,0,2,0,-1
13638,0,1,24,100,0,2,0,-1
13639,0,1,24,101,0,2,0,-1
13640,0,1,24,102,0,2,0,-1
13641,0,1,24,103,0,2,0,-1
13642,0,1,24,104,0,2,0,-1
13643,0,1,24,105,0,2,0,-1
13644,0,1,24,106,0,2,0,-1
13645,0,1,24,107,0,2,0,-1
13646,0,1,24,108,0,2,0,-1
13647,0,1,24,109,0,2,0,-1
13648,0,1,24,110,0,2,0,-1
13649,0,1,24,111,0,2,0,-1
13650,0,1,24,112,0,2,0,-1
13651,0,1,24,113,0,2,0,-1
13652,0,1,24,114,0,2,0,-1
13653,0,1,24,115,0,2,0,-1
13654,0,1,24,116,0,2,0,-1
13655,0,1,24,117,0,2,0,-1
13656,0,1,24,118,0,2,0,-1
13657,0,1,24,119,0,2,0,-1
13658,0,1,24,120,0,2,0,-1
13659,0,1,24,121,0,2,0,-1
13660,0,1,24,122,0,2,0,-1
13661,0,1,24,123,0,2,0,-1
13662,0,1,24,124,0,2,0,-1
13663,0,1,24,125,0,2,0,-1
13664,0,1,24,126,0,2,0,-1
13665,0,1,24,127,0,2,0,-1
13666,0,1,24,128,0,2,0,-1
13667,0,1,24,129,0,2,0,-1
13668,0,1,24,130,0,2,0,-1
13669,0,1,24,131,0,2,0,-1
13670,0,1,24,132,0,2,0,-1
13671,0,1,24,133,0,2,0,-1
13672,0,1,24,134,0,2,0,-1
13673,0,1,24,135,0,2,0,-1
13674,0,1,24,136,0,2,0,-1
13675,0,1,24,137,0,2,0,-1
13676,0,1,24,138,0,2,0,-1
13677,0,1,24,139,0,2,0,-1
13678,0,1,24,140,0,2,0,-1
13679,0,1,24,141,0,2,0,-1
13680,0,1,24,142,0,2,0,-1
13681,0,1,24,143,0,2,0,-1
13682,0,1,24,144,0,2,0,-1
13683,0,1,24,145,0,2,0,-1
13684,0,1,24,146,0,2,0,-1
13685,0,1,24,147,0,2,0,-1
13686,0,1,24,148,0,2,0,-1
13687,0,1,24,149,0,2,0,-1
13688,0,1,24,150,0,2,0,-1
13689,0,1,24,151,0,2,0,-1
13690,0,1,24,152,0,2,0,-1
13691,0,1,24,153,0,2,0,-1
13692,0,1,24,154,0,2,0,-1
13693,0,1,24,155,0,2,0,-1
13694,0,1,24,156,0,2,0,-1
13695,0,1,24,157,0,2,0,-1
13696,0,1,24,158,0,2,0,-1
13697,0,1,24,159,0,2,0,-1
13698,0,1,24,160,0,2,0,-1
13699,0,1,24,161,0,2,0,-1
13700,0,1,24,162,0,2,0,-1
13701,0,1,24,163,0,2,0,-1
13702,0,1,24,164,0,2,0,-1
13703,0,1,24,165,0,2,0,-1
13704,0,1,24,166,0,2,0,-1
13705,0,1,24,167,0,2,0,-1
13706,0,1,24,168,0,2,0,-1
13707,0,1,24,169,0,2,0,-1
13708,0,1,24,170,0,2,0,-1
13709,0,1,24,171,0,2,0,-1
13710,0,1,24,172,0,2,0,-1
13711,0,1,24,173,0,2,0,-1
13712,0,1,24,174,0,2,0,-1
13713,0,1,24,175,0,2,0,-1
13714,0,1,24,176,0,2,0,-1
13715,0,1,24,177,0,2,0,-1
13716,0,1,24,178,0,2,0,-1
13717,0,1,24,179,0,2,0,-1
13718,0,1,24,180,0,2,0,-1
13719,0,1,24,181,0,2,0,-1
13720,0,1,24,182,0,2,0,-1
13721,0,1,24,183,0,2,0,-1
13722,0,1,24,184,0,2,0,-1
13723,0,1,24,185,0,2,0,-1
13724,0,1,24,186,0,2,0,-1
13725,0,1,24,187,0,2,0,-1
13726,0,1,24,188,0,2,0,-1
13727,0,1,24,189,0,2,0,-1
13728,0,1,24,190,0,2,0,-1
13729,0,1,24,191,0,2,0,-1
13730,0,1,25,1,0,2,0,-1
13731,0,1,25,2,0,1,0,-1
13732,0,1,25,3,0,2,0,-1
13733,0,1,25,4,0,1,0,-1
13734,0,1,25,5,0,1,0,-1
13735,0,1,25,6,0,2,0,-1
13736,0,1,25,7,0,1,0,-1
13737,0,1,25,8,0,2,0,-1
13738,0,1,25,9,0,2,0,-1
13739,0,1,25,10,0,1,0,-1
13740,0,1,25,11,0,1,0,-1
13741,0,1,25,12,0,2,0,-1
13742,0,1,25,13,0,1,0,-1
13743,0,1,25,14,0,2,0,-1
13744,0,1,25,15,0,1,0,-1
13745,0,1,25,16,0,2,0,-1
13746,0,1,25,17,0,1,0,-1
13747,0,1,25,18,0,2,0,-1
13748,0,1,25,19,0,2,0,-1
13749,0,1,25,20,0,2,0,-1
13750,0,1,25,21,0,2,0,-1
13751,0,1,25,22,0,1,0,-1
13752,0,1,25,23,0,1,0,-1
13753,0,1,25,24,0,2,0,-1
13754,0,1,25,25,0,1,0,-1
13755,0,1,25,26,0,1,0,-1
13756,0,1,25,27,0,2,0,-1
13757,0,1,25,28,0,1,0,-1
13758,0,1,25,29,0,2,0,-1
13759,0,1,25,30,0,1,0,-1
13760,0,1,25,31,0,2,0,-1
13761,0,1,25,32,0,1,0,-1
13762,0,1,25,33,0,2,0,-1
13763,0,1,25,34,0,2,0,-1
13764,0,1,25,35,0,2,0,-1
13765,0,1,25,36,0,1,0,-1
13766,0,1,25,37,0,1,0,-1
13767,0,1,25,38,0,1,0,-1
13768,0,1,25,39,0,1,0,-1
13769,0,1,25,40,0,2,0,-1
13770,0,1,25,41,0,1,0,-1
13771,0,1,25,42,0,2,0,-1
13772,0,1,25,43,0,1,0,-1
13773,0,1,25,44,0,2,0,-1
13774,0,1,25,45,0,2,0,-1
13775,0,1,25,46,0,1,0,-1
13776,0,1,25,47,0,1,0,-1
13777,0,1,25,48,0,2,0,-1
13778,0,1,25,49,0,1,0,-1
13779,0,1,25,50,0,2,0,-1
13780,0,1,25,51,0,2,0,-1
13781,0,1,25,52,0,1,0,-1
13782,0,1,25,53,0,1,0,-1
13783,0,1,25,54,0,1,0,-1
13784,0,1,25,55,0,2,0,-1
13785,0,1,25,56,0,2,0,-1
13786,0,1,25,57,0,1,0,-1
13787,0,1,25,58,0,1,0,-1
13788,0,1,25,59,0,1,0,-1
13789,0,1,25,60,0,2,0,-1
13790,0,1,25,61,0,2,0,-1
13791,0,1,25,62,0,1,0,-1
13792,0,1,25,63,0,2,0,-1
13793,0,1,25,64,0,1,0,-1
13794,0,1,25,65,0,1,0,-1
13795,0,1,25,66,0,2,0,-1
13796,0,1,25,67,0,2,0,-1
13797,0,1,25,68,0,1,0,-1
13798,0,1,25,69,0,1,0,-1
13799,0,1,25,70,0,2,0,-1
13800,0,1,25,71,0,1,0,-1
13801,0,1,25,72,0,2,0,-1
13802,0,1,25,73,0,1,0,-1
13803,0,1,25,74,0,2,0,-1
13804,0,1,25,75,0,1,0,-1
13805,0,1,25,76,0,1,0,-1
13806,0,1,25,77,0,2,0,-1
13807,0,1,25,78,0,2,0,-1
13808,0,1,25,79,0,1,0,-1
13809,0,1,25,80,0,2,0,-1
13810,0,1,25,81,0,1,0,-1
13811,0,1,25,82,0,2,0,-1
13812,0,1,25,83,0,1,0,-1
13813,0,1,25,84,0,1,0,-1
13814,0,1,25,85,0,2,0,-1
13815,0,1,25,86,0,1,0,-1
13816,0,1,25,87,0,2,0,-1
13817,0,1,25,88,0,1,0,-1
13818,0,1,25,89,0,2,0,-1
13819,0,1,25,90,0,1,0,-1
13820,0,1,25,91,0,1,0,-1
13821,0,1,25,92,0,2,0,-1
13822,0,1,25,93,0,2,0,-1
13823,0,1,25,94,0,1,0,-1
13824,0,1,25,95,0,2,0,-1
13825,0,1,25,96,0,1,0,-1
13826,0,1,25,97,0,1,0,-1
13827,0,1,25,98,0,2,0,-1
13828,0,1,25,99,0,1,0,-1
13829,0,1,25,100,0,2,0,-1
13830,0,1,25,101,0,1,0,-1
13831,0,1,25,102,0,2,0,-1
13832,0,1,25,103,0,2,0,-1
13833,0,1,25,104,0,1,0,-1
13834,0,1,25,105,0,1,0,-1
13835,0,1,25,106,0,2,0,-1
13836,0,1,25,107,0,1,0,-1
13837,0,1,25,108,0,2,0,-1
13838,0,1,25,109,0,2,0,-1
13839,0,1,25,110,0,1,0,-1
13840,0,1,25,111,0,1,0,-1
13841,0,1,25,112,0,2,0,-1
13842,0,1,25,113,0,1,0,-1
13843,0,1,25,114,0,2,0,-1
13844,0,1,25,115,0,1,0,-1
13845,0,1,25,116,0,1,0,-1
13846,0,1,25,117,0,2,0,-1
13847,0,1,25,118,0,1,0,-1
13848,0,1,25,119,0,2,0,-1
13849,0,1,25,120,0,1,0,-1
13850,0,1,25,121,0,2,0,-1
13851,0,1,25,122,0,1,0,-1
13852,0,1,25,123,0,2,0,-1
13853,0,1,25,124,0,2,0,-1
13854,0,1,25,125,0,1,0,-1
13855,0,1,25,126,0,1,0,-1
13856,0,1,25,127,0,2,0,-1
13857,0,1,25,128,0,1,0,-1
13858,0,1,25,129,0,2,0,-1
13859,0,1,25,130,0,1,0,-1
13860,0,1,25,131,0,1,0,-1
13861,0,1,25,132,0,2,0,-1
13862,0,1,25,133,0,1,0,-1
13863,0,1,25,134,0,2,0,-1
13864,0,1,25,135,0,2,0,-1
13865,0,1,25,136,0,1,0,-1
13866,0,1,25,137,0,1,0,-1
13867,0,1,25,138,0,2,0,-1
13868,0,1,25,139,0,1,0,-1
13869,0,1,25,140,0,2,0,-1
13870,0,1,25,141,0,1,0,-1
13871,0,1,25,142,0,2,0,-1
13872,0,1,25,143,0,1,0,-1
13873,0,1,25,144,0,2,0,-1
13874,0,1,25,145,0,2,0,-1
13875,0,1,25,146,0,1,0,-1
13876,0,1,25,147,0,1,0,-1
13877,0,1,25,148,0,1,0,-1
13878,0,1,25,149,0,1,0,-1
13879,0,1,25,150,0,2,0,-1
13880,0,1,25,151,0,2,0,-1
13881,0,1,25,152,0,1,0,-1
13882,0,1,25,153,0,2,0,-1
13883,0,1,25,154,0,1,0,-1
13884,0,1,25,155,0,2,0,-1
13885,0,1,25,156,0,2,0,-1
13886,0,1,25,157,0,1,0,-1
13887,0,1,25,158,0,1,0,-1
13888,0,1,26,1,0,2,0,-1
13889,0,1,26,2,0,2,0,-1
13890,0,1,26,3,0,2,0,-1
13891,0,1,26,4,0,2,0,-1
13892,0,1,26,5,0,2,0,-1
13893,0,1,26,6,0,2,0,-1
13894,0,1,26,7,0,2,0,-1
13895,0,1,26,8,0,2,0,-1
13896,0,1,26,9,0,2,0,-1
13897,0,1,26,10,0,2,0,-1
13898,0,1,26,11,0,2,0,-1
13899,0,1,26,12,0,2,0,-1
13900,0,1,26,13,0,2,0,-1
13901,0,1,26,14,0,2,0,-1
13902,0,1,26,15,0,2,0,-1
13903,0,1,26,16,0,2,0,-1
13904,0,1,26,17,0,2,0,-1
13905,0,1,26,18,0,2,0,-1
13906,0,1,26,19,0,2,0,-1
13907,0,1,26,20,0,1,0,-1
13908,0,1,26,21,0,2,0,-1
13909,0,1,26,22,0,2,0,-1
13910,0,1,26,23,0,2,0,-1
13911,0,1,26,24,0,2,0,-1
13912,0,1,26,25,0,2,0,-1
13913,0,1,26,26,0,2,0,-1
13914,0,1,26,27,0,2,0,-1
13915,0,1,26,28,0,2,0,-1
13916,0,1,26,29,0,2,0,-1
13917,0,1,26,30,0,2,0,-1
13918,0,1,26,31,0,2,0,-1
13919,0,1,26,32,0,2,0,-1
13920,0,1,26,33,0,2,0,-1
13921,0,1,26,34,0,2,0,-1
13922,0,1,26,35,0,2,0,-1
13923,0,1,26,36,0,2,0,-1
13924,0,1,26,37,0,2,0,-1
13925,0,1,26,38,0,2,0,-1
13926,0,1,26,39,0,2,0,-1
13927,0,1,26,40,0,2,0,-1
13928,0,1,26,41,0,2,0,-1
13929,0,1,26,42,0,2,0,-1
13930,0,1,26,43,0,2,0,-1
13931,0,1,26,44,0,2,0,-1
13932,0,1,26,45,0,2,0,-1
13933,0,1,26,46,0,2,0,-1
13934,0,1,26,47,0,2,0,-1
13935,0,1,26,48,0,2,0,-1
13936,0,1,26,49,0,2,0,-1
13937,0,1,26,50,0,2,0,-1
13938,0,1,26,51,0,2,0,-1
13939,0,1,26,52,0,2,0,-1
13940,0,1,26,53,0,2,0,-1
13941,0,1,26,54,0,2,0,-1
13942,0,1,26,55,0,2,0,-1
13943,0,1,26,56,0,2,0,-1
13944,0,1,26,57,0,2,0,-1
13945,0,1,26,58,0,2,0,-1
13946,0,1,26,59,0,2,0,-1
13947,0,1,26,60,0,2,0,-1
13948,0,1,26,61,0,2,0,-1
13949,0,1,26,62,0,2,0,-1
13950,0,1,26,63,0,2,0,-1
13951,0,1,26,64,0,2,0,-1
13952,0,1,26,65,0,2,0,-1
13953,0,1,26,66,0,2,0,-1
13954,0,1,26,67,0,2,0,-1
13955,0,1,26,68,0,2,0,-1
13956,0,1,26,69,0,2,0,-1
13957,0,1,26,70,0,2,0,-1
13958,0,1,26,71,0,2,0,-1
13959,0,1,26,72,0,2,0,-1
13960,0,1,26,73,0,2,0,-1
13961,0,1,26,74,0,2,0,-1
13962,0,1,26,75,0,2,0,-1
13963,0,1,26,76,0,2,0,-1
13964,0,1,26,77,0,2,0,-1
13965,0,1,26,78,0,2,0,-1
13966,0,1,26,79,0,2,0,-1
13967,0,1,26,80,0,2,0,-1
13968,0,1,26,81,0,2,0,-1
13969,0,1,26,82,0,2,0,-1
13970,0,1,26,83,0,2,0,-1
13971,0,1,26,84,0,2,0,-1
13972,0,1,26,85,0,2,0,-1
13973,0,1,26,86,0,2,0,-1
13974,0,1,26,87,0,2,0,-1
13975,0,1,26,88,0,2,0,-1
13976,0,1,26,89,0,2,0,-1
13977,0,1,26,90,0,2,0,-1
13978,0,1,26,91,0,2,0,-1
13979,0,1,26,92,0,2,0,-1
13980,0,1,26,93,0,2,0,-1
13981,0,1,26,94,0,2,0,-1
13982,0,1,26,95,0,2,0,-1
13983,0,1,26,96,0,2,0,-1
13984,0,1,26,97,0,2,0,-1
13985,0,1,26,98,0,2,0,-1
13986,0,1,26,99,0,2,0,-1
13987,0,1,26,100,0,2,0,-1
13988,0,1,26,101,0,2,0,-1
13989,0,1,26,102,0,2,0,-1
13990,0,1,26,103,0,2,0,-1
13991,0,1,26,104,0,2,0,-1
13992,0,1,26,105,0,2,0,-1
13993,0,1,26,106,0,2,0,-1
13994,0,1,26,107,0,2,0,-1
13995,0,1,26,108,0,2,0,-1
13996,0,1,26,109,0,2,0,-1
13997,0,1,26,110,0,2,0,-1
13998,0,1,26,111,0,2,0,-1
13999,0,1,26,112,0,2,0,-1
14000,0,1,26,113,0,2,0,-1
14001,0,1,26,114,0,2,0,-1
14002,0,1,26,115,0,2,0,-1
14003,0,1,26,116,0,2,0,-1
14004,0,1,26,117,0,2,0,-1
14005,0,1,26,118,0,2,0,-1
14006,0,1,26,119,0,2,0,-1
14007,0,1,26,120,0,2,0,-1
14008,0,1,26,121,0,2,0,-1
14009,0,1,26,122,0,2,0,-1
14010,0,1,26,123,0,2,0,-1
14011,0,1,26,124,0,2,0,-1
14012,0,1,26,125,0,2,0,-1
14013,0,1,26,126,0,2,0,-1
14014,0,1,26,127,0,2,0,-1
14015,0,1,26,128,0,2,0,-1
14016,0,1,26,129,0,2,0,-1
14017,0,1,26,130,0,2,0,-1
14018,0,1,26,131,0,2,0,-1
14019,0,1,26,132,0,2,0,-1
14020,0,1,26,133,0,2,0,-1
14021,0,1,26,134,0,2,0,-1
14022,0,1,26,135,0,2,0,-1
14023,0,1,26,136,0,2,0,-1
14024,0,1,26,137,0,2,0,-1
14025,0,1,26,138,0,2,0,-1
14026,0,1,26,139,0,2,0,-1
14027,0,1,26,140,0,2,0,-1
14028,0,1,26,141,0,2,0,-1
14029,0,1,26,142,0,2,0,-1
14030,0,1,26,143,0,2,0,-1
14031,0,1,26,144,0,2,0,-1
14032,0,1,26,145,0,2,0,-1
14033,0,1,26,146,0,2,0,-1
14034,0,1,26,147,0,2,0,-1
14035,0,1,26,148,0,2,0,-1
14036,0,1,26,149,0,2,0,-1
14037,0,1,26,150,0,2,0,-1
14038,0,1,26,151,0,2,0,-1
14039,0,1,26,152,0,2,0,-1
14040,0,1,26,153,0,2,0,-1
14041,0,1,26,154,0,2,0,-1
14042,0,1,26,155,0,2,0,-1
14043,0,1,26,156,0,2,0,-1
14044,0,1,26,157,0,2,0,-1
14045,0,1,26,158,0,2,0,-1
14046,0,1,26,159,0,2,0,-1
14047,0,1,26,160,0,2,0,-1
14048,0,1,26,161,0,2,0,-1
14049,0,1,26,162,0,2,0,-1
